 tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium
lat_bins -80 -70 -60 -50 -40 -30 -20 -10 0 10 20 30 40 50 60 70 80
time                 
1981.246575342 13.353155372 13.353155372 4.036522953 4.572767957 5.748994024 3.938965548 4.276900864 3.345978214 4.447100833 4.588637477 7.281152668 15.692817926 30.301665450 27.786323523 48.284138846 94.299900576 131.448325500
1981.328767123 13.145418280 13.145418280 4.073236898 4.534670420 5.737106411 3.925433300 4.265698093 3.330623490 4.411041634 4.542075060 7.252196961 15.560111409 30.021899588 27.537845930 47.534328041 93.483599936 130.296642302
1981.413698630 12.930756618 12.930756618 4.111174642 4.495302964 5.724822543 3.911449977 4.254121897 3.314756942 4.373780461 4.493960562 7.222276063 15.422981342 29.732808198 27.281085751 46.759523544 92.640089275 129.106569663
1981.495890411 12.723019526 12.723019526 4.147888587 4.457205427 5.712934930 3.897917729 4.242919126 3.299402218 4.337721262 4.447398145 7.193320356 15.290274825 29.453042336 27.032608159 46.009712739 91.823788635 127.954886465
1981.580821918 12.514843297 12.514843297 4.181617360 4.421843267 5.698696182 3.881924536 4.232027491 3.282079216 4.293229727 4.399653758 7.157164500 15.127560933 29.158062844 26.785270199 45.284029516 90.980277974 126.764813827
1981.665753425 12.306996836 12.306996836 4.215132117 4.386684766 5.684358034 3.865829145 4.221170663 3.264682158 4.248370547 4.351928189 7.120691613 14.963546168 28.862783957 26.538411335 44.560843984 90.136767313 125.574741188
1981.747945205 12.105855100 12.105855100 4.247565754 4.352660411 5.670482406 3.850252961 4.210664056 3.247846294 4.204958438 4.305742155 7.085395270 14.804822202 28.577030195 26.299515660 43.860987018 89.320466673 124.423057990
1981.832876712 11.858569914 11.858569914 4.284062271 4.313482421 5.652011796 3.829463045 4.197488141 3.225991819 4.149012720 4.250004207 7.038912107 14.602187118 28.237555133 26.014751234 43.040086323 88.476956012 123.232985351
1981.915068493 11.558831364 11.558831364 4.323950307 4.269409344 5.627805013 3.802150548 4.181183815 3.198012414 4.077884265 4.183787224 6.978590074 14.346912354 27.841310932 25.681091655 42.095941450 87.660655372 122.081302153
1982.000000000 11.249101529 11.249101529 4.365167944 4.223867164 5.602791338 3.773927634 4.164336011 3.169100362 4.004384862 4.115363007 6.916257308 14.083128431 27.431858592 25.336310090 41.120325082 86.817144711 120.891229514
1982.084931507 10.936234137 10.936234137 4.396046168 4.185810399 5.574261647 3.741120639 4.145316421 3.137214554 3.929978278 4.052581006 6.848552954 13.824134943 27.091926030 25.027962884 40.251402958 85.973634050 119.701156876
1982.161643836 10.653644233 10.653644233 4.423936177 4.151436547 5.548492894 3.711488515 4.128137436 3.108414470 3.862772332 3.995874682 6.787400634 13.590205340 26.784890167 24.749455729 39.466570073 85.211753453 118.626252557
1982.246575342 10.399244341 10.399244341 4.445884190 4.122658147 5.524034495 3.683349370 4.111394577 3.081539588 3.802971567 3.947143069 6.730259471 13.386201124 26.535506074 24.511338498 38.797111642 84.368242792 117.436179919
1982.328767123 10.199647387 10.199647387 4.460007147 4.102202605 5.503609749 3.659838047 4.097006283 3.059525165 3.756740171 3.911181096 6.683380052 13.232602157 26.366330494 24.336873225 38.308214015 83.551942152 116.284496721
1982.413698630 9.993397201 9.993397201 4.474600869 4.081065212 5.482504179 3.635543013 4.082138378 3.036776928 3.708967728 3.874020392 6.634937986 13.073883224 26.191515728 24.156592442 37.803019801 82.708431491 115.094424082
1982.495890411 9.793800247 9.793800247 4.488723826 4.060609670 5.462079433 3.612031690 4.067750083 3.014762505 3.662736332 3.838058419 6.588058567 12.920284257 26.022340149 23.982127169 37.314122175 81.892130851 113.942740884
1982.580821918 9.596711803 9.596711803 4.498904080 4.042555002 5.439300031 3.586354202 4.050356053 2.991234282 3.618488324 3.805909007 6.536510782 12.782849721 25.895109874 23.825379483 36.867663974 81.048620190 112.752668245
1982.665753425 9.400089211 9.400089211 4.508859920 4.024657084 5.416435519 3.560606421 4.032833575 2.967666399 3.574419524 3.774014406 6.484805080 12.646497442 25.770299149 23.669828394 36.424192351 80.205109529 111.562595607
1982.747945205 9.209809282 9.209809282 4.518494605 4.007336517 5.394308572 3.535689213 4.015876338 2.944858771 3.531772299 3.743148663 6.434767303 12.514543624 25.649514577 23.519295083 35.995026264 79.388808889 110.410912408
1982.832876712 8.987078732 8.987078732 4.528507999 3.987279494 5.366195201 3.504901571 3.993586499 2.916719472 3.481659028 3.708030562 6.371211005 12.367824621 25.522893228 23.344227867 35.499625436 78.545298228 109.220839770
1982.915068493 8.731528908 8.731528908 4.538286567 3.964561165 5.330946106 3.467384714 3.964710858 2.882483305 3.423900625 3.669106071 6.291546741 12.209953994 25.397582095 23.144904235 34.940636339 77.728997588 108.069156572
1983.000000000 8.467460758 8.467460758 4.548391087 3.941085559 5.294522041 3.428617294 3.934872696 2.847105933 3.364216941 3.628884097 6.209227000 12.046821013 25.268093923 22.938936483 34.363014272 76.885486927 106.879083933
1983.084931507 8.250617080 8.250617080 4.555341392 3.919780006 5.256474594 3.391706600 3.902451389 2.812814124 3.311173828 3.595624774 6.122891455 11.931187130 25.176803476 22.749836648 33.860304194 76.041976266 105.689011295
1983.161643836 8.054758274 8.054758274 4.561619087 3.900536280 5.222109158 3.358367908 3.873167629 2.781840877 3.263263920 3.565584094 6.044910962 11.826743622 25.094347589 22.579036797 33.406243479 75.280095669 104.614106976
1983.246575342 7.898716827 7.898716827 4.566066299 3.883898032 5.190590091 3.329358665 3.846452233 2.754418271 3.222145368 3.540511697 5.974000554 11.752320765 25.029426433 22.425949186 33.025468582 74.436585008 103.424034338
1983.328767123 7.796166160 7.796166160 4.568375176 3.871516176 5.165290651 3.307582376 3.825146030 2.733354773 3.191856667 3.522772770 5.917670858 11.713142347 24.987614883 22.306500328 32.754154688 73.620284368 102.272351139
1983.413698630 7.690197138 7.690197138 4.570761017 3.858721591 5.139147897 3.285080210 3.803129619 2.711589158 3.160558343 3.504442547 5.859463505 11.672657982 24.944409614 22.183069841 32.473796998 72.776773707 101.082278501
1983.495890411 7.587646471 7.587646471 4.573069894 3.846339735 5.113848458 3.263303921 3.781823416 2.690525659 3.130269642 3.486703620 5.803133809 11.633479564 24.902598064 22.063620983 32.202483104 71.960473067 99.930595302
1983.580821918 7.522793812 7.522793812 4.572951646 3.835000273 5.087247267 3.243408186 3.760774450 2.670001938 3.102426966 3.471155124 5.746503323 11.632201999 24.870600346 21.936027236 31.977729852 71.116962406 98.740522664
1983.665753425 7.460031815 7.460031815 4.572706072 3.823734799 5.060622765 3.223644981 3.739774677 2.649541364 3.074760001 3.455748072 5.689953017 11.632918001 24.839172502 21.808221798 31.755803945 70.273451745 97.550450026
1983.747945205 7.399294399 7.399294399 4.572468420 3.812832729 5.034857119 3.204519299 3.719452316 2.629740809 3.047985519 3.440838022 5.635226914 11.633610905 24.808758461 21.684539115 31.541036938 69.457151105 96.398766827
1983.832876712 7.348593522 7.348593522 4.570606169 3.800266836 5.002970709 3.182620162 3.695614686 2.606042903 3.016945010 3.423489718 5.569958800 11.661263068 24.777435046 21.526870353 31.312948778 68.613640444 95.208694189
1983.915068493 7.318008906 7.318008906 4.566326826 3.786113718 4.964050291 3.158154649 3.668197681 2.578149019 2.981736668 3.403726538 5.493438175 11.729296376 24.747282074 21.328529360 31.082776141 67.797339804 94.057010990
1984.000000000 7.286404803 7.286404803 4.561904837 3.771488829 4.923832527 3.132873620 3.639866777 2.549325339 2.945354715 3.383304586 5.414366863 11.799597461 24.716124003 21.123577001 30.844931083 66.953829143 92.866938352
1984.084931507 7.311358970 7.311358970 4.554038034 3.758733289 4.883796328 3.111971801 3.615840890 2.522177304 2.914008064 3.363793855 5.343372129 11.944584612 24.699489064 20.902691639 30.704541910 66.110318482 91.676865713
1984.161643836 7.333898217 7.333898217 4.546932535 3.747212156 4.847634600 3.093092739 3.594140090 2.497656499 2.885694960 3.346171259 5.279247852 12.075540748 24.684463958 20.703182280 30.577738785 65.348437885 90.601961395
1984.246575342 7.370761243 7.370761243 4.540345125 3.736835384 4.815183708 3.077522309 3.575889791 2.476019574 2.862157541 3.329905173 5.224024045 12.221625848 24.674608533 20.518219795 30.494167146 64.504927224 89.411888756
1984.328767123 7.415926071 7.415926071 4.534989842 3.728689140 4.789824835 3.066703075 3.562831145 2.459472771 2.845603071 3.316749665 5.183150511 12.363873553 24.670474052 20.367853080 30.458572891 63.688626584 88.260205558
1984.413698630 7.462596393 7.462596393 4.529456050 3.720271355 4.763620667 3.055523201 3.549337211 2.442374408 2.828496786 3.303155640 5.140914527 12.510862848 24.666201754 20.212474141 30.421792161 62.845115923 87.070132919
1984.495890411 7.507761222 7.507761222 4.524100767 3.712125110 4.738261795 3.044703967 3.536278566 2.425827605 2.811942316 3.290000132 5.100040993 12.653110553 24.662067273 20.062107426 30.386197907 62.028815283 85.918449721
1984.580821918 7.575734975 7.575734975 4.520433245 3.702544904 4.712906255 3.035917063 3.524498780 2.409590993 2.798931014 3.274827948 5.061715414 12.845414373 24.659362815 19.903001881 30.393363854 61.185304622 84.728377083
1984.665753425 7.644791954 7.644791954 4.516860618 3.692905591 4.687593866 3.027251836 3.512806155 2.393398200 2.786127932 3.259575519 5.023588669 13.040022322 24.656738078 19.743706847 30.402764379 60.341793961 83.538304444
1984.747945205 7.711621289 7.711621289 4.513403238 3.683577224 4.663098006 3.018866132 3.501490711 2.377727754 2.773737852 3.244815104 4.986691819 13.228352594 24.654198010 19.589550364 30.411861660 59.525493321 82.386621246
1984.832876712 7.804844663 7.804844663 4.511227044 3.670779348 4.633697549 3.009772128 3.487867790 2.358920834 2.761203141 3.225360329 4.942737666 13.482137540 24.645651930 19.400406574 30.442119430 58.681982660 81.196548607
1984.915068493 7.932089987 7.932089987 4.511260745 3.653554573 4.598981518 3.000314481 3.471726609 2.336715075 2.749483988 3.200094049 4.891272295 13.818410304 24.628308505 19.171628199 30.503359824 57.865682020 80.044865409
1985.000000000 8.063576821 8.063576821 4.511295570 3.635755638 4.563108286 2.990541579 3.455047389 2.313769123 2.737374198 3.173985559 4.838091412 14.165892160 24.610386966 18.935223878 30.566641566 57.022171359 78.854792770
1985.084931507 8.220843832 8.220843832 4.517928412 3.613738320 4.530121671 2.983364276 3.437395504 2.292214170 2.732657225 3.144395451 4.787011365 14.546547914 24.557878215 18.707821947 30.661623867 56.178660698 77.664720132
1985.161643836 8.362891455 8.362891455 4.523919367 3.593851711 4.500327310 2.976881552 3.421451866 2.272745181 2.728396734 3.117668901 4.740874549 14.890366013 24.510450957 18.502426654 30.747414333 55.416780101 76.589815813
1985.246575342 8.503188615 8.503188615 4.530717092 3.574752109 4.474710000 2.971682872 3.406215856 2.255703421 2.726964615 3.092598966 4.699889911 15.200898147 24.444867448 18.321640120 30.832634362 54.573269440 75.399743175
1985.328767123 8.625435701 8.625435701 4.537426940 3.558593936 4.455792126 2.968228781 3.393396694 2.242808246 2.728196604 3.071940154 4.668273035 15.445527118 24.370979424 18.183836200 30.907325180 53.756968800 74.248059977
1985.413698630 8.751757689 8.751757689 4.544360451 3.541897158 4.436243656 2.964659555 3.380150227 2.229483232 2.729469659 3.050592715 4.635602263 15.698310388 24.294628466 18.041438815 30.984505692 52.913458139 73.057987338
1985.495890411 8.874004774 8.874004774 4.551070299 3.525738985 4.417325781 2.961205465 3.367331066 2.216588057 2.730701648 3.029933903 4.603985387 15.942939359 24.220740442 17.903634895 31.059196510 52.097157499 71.906304140
1985.580821918 9.023959325 9.023959325 4.557736900 3.508260278 4.400492683 2.958314558 3.352148663 2.204423334 2.735365058 3.007916746 4.573124961 16.171158320 24.087685333 17.769884805 31.143546221 51.253646838 70.716231501
1985.665753425 9.175115530 9.175115530 4.564389930 3.490741813 4.383797655 2.955458141 3.336867823 2.192317608 2.740200858 2.985865536 4.542356586 16.398128250 23.951746963 17.636574407 31.228260468 50.410136177 69.526158863
1985.747945205 9.321395730 9.321395730 4.570828345 3.473788459 4.367641175 2.952693867 3.322079913 2.180602391 2.744880665 2.964525656 4.512580739 16.617776568 23.820193701 17.507564345 31.310241996 49.593835537 68.374475664
1985.832876712 9.512735485 9.512735485 4.576458865 3.453235921 4.349367693 2.949489810 3.302664970 2.167043464 2.751894043 2.938403983 4.477595238 16.860786825 23.615544918 17.354479811 31.408594753 48.750324876 67.184403026
1985.915068493 9.759474557 9.759474557 4.580341007 3.428697386 4.329265078 2.945856436 3.277541804 2.151695241 2.762017794 2.906887945 4.437276577 17.120535962 23.312215624 17.176034407 31.524672558 47.934024236 66.032719828
1986.000000000 10.014438264 10.014438264 4.584352554 3.403340900 4.308492376 2.942101949 3.251581200 2.135835411 2.772479004 2.874321373 4.395613961 17.388943404 22.998775355 16.991640822 31.644619623 47.090513575 64.842647189
1986.084931507 10.278643605 10.278643605 4.577093641 3.380741208 4.291566714 2.938464492 3.222974602 2.122836681 2.783754083 2.843626360 4.360274427 17.556890267 22.562435720 16.818931807 31.733947306 46.247002914 63.652574551
1986.161643836 10.517280688 10.517280688 4.570537203 3.360328584 4.276279019 2.935179048 3.197136385 2.111095892 2.793938026 2.815901832 4.328354849 17.708584209 22.168322501 16.662936567 31.814630374 45.485122316 62.577670232
1986.246575342 10.720220807 10.720220807 4.559408357 3.342943197 4.263326059 2.932204821 3.173148162 2.101779847 2.802537613 2.791666701 4.302053429 17.805553920 21.769051204 16.527060794 31.861378590 44.641611655 61.387597594
1986.328767123 10.867788299 10.867788299 4.545554310 3.330274243 4.253957038 2.929855106 3.153614432 2.095699287 2.808727524 2.773361643 4.283803491 17.842829343 21.412201756 16.424922876 31.872684501 43.825311016 60.235914395
1986.413698630 11.020274706 11.020274706 4.531238461 3.317182990 4.244275716 2.927427067 3.133429577 2.089416041 2.815123765 2.754446416 4.264945222 17.881347281 21.043457326 16.319380361 31.884367275 42.981800354 59.045841757
1986.495890411 11.167842197 11.167842197 4.517384414 3.304514035 4.234906695 2.925077352 3.113895846 2.083335481 2.821313675 2.736141358 4.246695285 17.918622705 20.686607878 16.217242443 31.895673185 42.165499715 57.894158558
1986.580821918 11.267171457 11.267171457 4.492959845 3.293034346 4.225599123 2.922529752 3.093368236 2.079752932 2.825152214 2.718765540 4.232573830 17.885578406 20.253245960 16.119149393 31.835799374 41.321989054 56.704085920
1986.665753425 11.363797810 11.363797810 4.468021274 3.281636600 4.216310556 2.919976072 3.072823198 2.076307706 2.828860700 2.701467998 4.218693230 17.848895350 19.816598407 16.021435129 31.772287091 40.478478392 55.514013282
1986.747945205 11.457307185 11.457307185 4.443887172 3.270606524 4.207321621 2.917504769 3.052940902 2.072973616 2.832449557 2.684728441 4.205260392 17.813395618 19.394036258 15.926872938 31.710823592 39.662177753 54.362330083
1986.832876712 11.525899014 11.525899014 4.408262689 3.257480156 4.195582687 2.914106571 3.028752438 2.070664510 2.834669595 2.664885970 4.191165308 17.730218381 18.845066265 15.816015299 31.581004160 38.818667092 53.172257445
1986.915068493 11.549322076 11.549322076 4.357413809 3.242128524 4.180467835 2.909523970 2.999761579 2.070170720 2.834537332 2.641784089 4.177196259 17.578483197 18.141698016 15.688594673 31.353772785 38.002366452 52.020574246
1987.000000000 11.573525907 11.573525907 4.304869965 3.226265170 4.164849155 2.904788616 2.969804358 2.069660471 2.834400661 2.617912147 4.162761574 17.421690173 17.414884159 15.556926692 31.118967030 37.158855791 50.830501608
1987.084931507 11.453640163 11.453640163 4.238984646 3.210225220 4.145229706 2.898055214 2.941958236 2.074004334 2.827354004 2.595699406 4.153370586 17.177198591 16.651031585 15.438592008 30.732026268 36.315345130 49.640428969
1987.161643836 11.345356266 11.345356266 4.179475325 3.195737523 4.127508914 2.891973432 2.916806901 2.077927823 2.820989281 2.575636285 4.144888403 16.956367485 15.961100228 15.331709067 30.382531387 35.553464532 48.565524651
1987.246575342 11.201878197 11.201878197 4.121909488 3.182224190 4.109279090 2.884989053 2.895284526 2.083126059 2.812665991 2.558012418 4.138223631 16.730771794 15.337082953 15.240540193 30.020708607 34.709953871 47.375452012
1987.328767123 11.044226220 11.044226220 4.072830942 3.171160394 4.092744806 2.878029955 2.879496218 2.088837514 2.803593764 2.544614230 4.133946548 16.527512728 14.844638959 15.173962422 29.690575656 33.893653231 46.223768814
1987.413698630 10.881319176 10.881319176 4.022116445 3.159727806 4.075659379 2.870838887 2.863181634 2.094739351 2.794219129 2.530769435 4.129526895 16.317478359 14.335780166 15.105165391 29.349438273 33.050142570 45.033696175
1987.495890411 10.723667199 10.723667199 3.973037899 3.148664010 4.059125095 2.863879790 2.847393326 2.100450806 2.785146901 2.517371247 4.125249812 16.114219293 13.843336172 15.038587620 29.019305322 32.233841931 43.882012977
1987.580821918 10.503214571 10.503214571 3.918251491 3.136080004 4.037095643 2.852715154 2.833696640 2.108900445 2.771553137 2.504296305 4.121184300 15.870114198 13.357862107 14.977750396 28.624635691 31.390331269 42.691940339
1987.665753425 10.279835896 10.279835896 3.863258037 3.123437451 4.014814799 2.841348473 2.820133067 2.117479633 2.757744842 2.491260508 4.117136796 15.624276694 12.873577096 14.917317907 28.227244081 30.546820608 41.501867700
1987.747945205 10.063662984 10.063662984 3.810038566 3.111202722 3.993252692 2.830348459 2.807007029 2.125782074 2.744381975 2.478645221 4.113219857 15.386369432 12.404914182 14.858834854 27.842671555 29.730519969 40.350184502
1987.832876712 9.780264672 9.780264672 3.743708121 3.095305297 3.963179071 2.813639142 2.792660603 2.137366392 2.725737830 2.463376014 4.107774087 15.078643326 11.851329078 14.791818515 27.355612255 28.887009307 39.160111863
1987.915068493 9.414042669 9.414042669 3.662146174 3.074933388 3.922135018 2.789282538 2.777577431 2.153181657 2.700285342 2.445177201 4.100361484 14.686014559 11.209415931 14.716875835 26.746870505 28.070708668 38.008428665
1988.000000000 9.035613265 9.035613265 3.577865495 3.053882415 3.879722831 2.764114047 2.761991487 2.169524097 2.673984437 2.426371762 4.092701793 14.280298167 10.546105679 14.639435065 26.117837362 27.227198006 36.818356026
1988.084931507 8.658824149 8.658824149 3.496753181 3.030593813 3.827478957 2.729499016 2.750935370 2.188831440 2.643392871 2.407617508 4.081811509 13.853533544 9.966048547 14.571146845 25.504318471 26.383687345 35.628283388
1988.161643836 8.318498496 8.318498496 3.423490446 3.009558946 3.780290941 2.698233828 2.740949200 2.206270331 2.615761779 2.390678181 4.071975123 13.468068724 9.442125977 14.509467162 24.950172377 25.621806748 34.553379069
1988.246575342 8.019214506 8.019214506 3.360203049 2.989673386 3.734001431 2.666651947 2.733504203 2.223013993 2.589719381 2.374918166 4.061682360 13.117310566 8.999872637 14.456938442 24.463717538 24.778296087 33.363306431
1988.328767123 7.791353629 7.791353629 3.313162995 2.973141397 3.693950543 2.638506146 2.729177299 2.237174376 2.568142583 2.362052839 4.052197823 12.838441597 8.681710187 14.418663949 24.094220261 23.961995447 32.211623233
1988.413698630 7.555897389 7.555897389 3.264554939 2.956058342 3.652564627 2.609422152 2.724706166 2.251806771 2.545846559 2.348758668 4.042397136 12.550276996 8.352942323 14.379113639 23.712406407 23.118484786 31.021550594
1988.495890411 7.328036512 7.328036512 3.217514886 2.939526353 3.612513739 2.581276351 2.720379262 2.265967153 2.524269761 2.335893341 4.032912600 12.271408028 8.034779873 14.340839147 23.342909129 22.302184146 29.869867396
1988.580821918 7.115541067 7.115541067 3.177079653 2.920963839 3.565249386 2.547279000 2.717881768 2.281965058 2.501122520 2.321015714 4.020849917 11.989025319 7.759673717 14.303854322 22.997001478 21.458673485 28.679794757
1988.665753425 6.904213119 6.904213119 3.137059988 2.902326099 3.517686128 2.513031816 2.715484628 2.298032395 2.477931996 2.306057572 4.008672217 11.706936605 7.487296122 14.266999946 22.652919565 20.615162824 27.489722119
1988.747945205 6.699702202 6.699702202 3.098331280 2.884289576 3.471657170 2.479889381 2.713164815 2.313581432 2.455489554 2.291581952 3.996887346 11.433947527 7.223704902 14.231334420 22.319937070 19.798862184 26.338038920
1988.832876712 6.460714958 6.460714958 3.056576924 2.861280032 3.412083562 2.437113297 2.711301329 2.333076893 2.427889853 2.272461229 3.981704786 11.105660471 6.927125665 14.188384809 21.931643792 18.955351523 25.147966282
1988.915068493 6.187055800 6.187055800 3.013511490 2.832314001 3.336028728 2.382648610 2.710315649 2.357196238 2.394424469 2.247579153 3.962407763 10.717175538 6.603030339 14.137481196 21.488132884 18.252898260 23.466617923
1989.000000000 5.904274670 5.904274670 2.969010541 2.802382436 3.257438733 2.326368434 2.709297113 2.382119562 2.359843572 2.221867676 3.942467505 10.315741108 6.268131836 14.084880796 21.029838279 18.051072815 19.291159831
1989.084931507 5.651358556 5.651358556 2.941481529 2.771077240 3.174326011 2.268510842 2.709286949 2.405999256 2.327014807 2.192522790 3.923643257 9.946966992 5.994182766 14.029139663 20.627496604 17.844931185 19.083192520
1989.161643836 5.422918194 5.422918194 2.916616616 2.742801579 3.099256455 2.216252372 2.709277769 2.427568012 2.297363019 2.166017733 3.906640710 9.613880693 5.746744896 13.978792833 20.264091221 17.658738745 18.895351078
1989.246575342 5.227391851 5.227391851 2.899584152 2.717161769 3.031173000 2.169768190 2.709547590 2.445545486 2.271689856 2.141127457 3.893289870 9.327032454 5.541226070 13.931287113 19.955975922 17.490135874 18.724681468
1989.328767123 5.083910388 5.083910388 2.891466493 2.696864158 2.977263570 2.133847695 2.710031846 2.458239185 2.252547617 2.120590256 3.884731812 9.114729354 5.396873321 13.891877164 19.732894853 17.356888844 18.589242251
1989.413698630 4.935646209 4.935646209 2.883078245 2.675889961 2.921557160 2.096729850 2.710532243 2.471356008 2.232767304 2.099368482 3.875888486 8.895349485 5.247708813 13.851153551 19.502377747 17.219200245 18.449288394
1989.495890411 4.792164746 4.792164746 2.874960586 2.655592350 2.867647730 2.060809355 2.711016499 2.484049707 2.213625064 2.078831282 3.867330429 8.683046385 5.103356064 13.811743602 19.279296677 17.085953215 18.313849178
1989.580821918 4.665004835 4.665004835 2.874005416 2.635404063 2.814349853 2.027339330 2.711338067 2.492405660 2.196582915 2.057086486 3.865244470 8.491985599 4.979896584 13.763829078 19.084630718 16.949197258 18.197443847
1989.665753425 4.538918023 4.538918023 2.873428198 2.615255737 2.761174445 1.994054787 2.711650542 2.500519534 2.179679993 2.035315097 3.863502106 8.302364767 4.857744139 13.715548914 18.891787698 16.812488725 18.082235898
1989.747945205 4.416898527 4.416898527 2.872869600 2.595757357 2.709714372 1.961843939 2.711952937 2.508371671 2.163322328 2.014246010 3.861815948 8.118860736 4.739532096 13.668826175 18.705165421 16.680190143 17.970744335
1989.832876712 4.281605171 4.281605171 2.874689330 2.572761281 2.649093704 1.925268249 2.712315860 2.514163641 2.144909704 1.988920391 3.866135895 7.909896361 4.607315776 13.606302170 18.494984804 16.520492961 17.845969242
1989.915068493 4.136569317 4.136569317 2.880123102 2.546143525 2.579020484 1.884829530 2.712744373 2.516211016 2.124777781 1.958965732 3.879605514 7.678033475 4.463944043 13.523969827 18.265018533 16.330722759 17.710559819
1990.000000000 3.986698935 3.986698935 2.885737999 2.518638510 2.506611490 1.843042855 2.713187171 2.518326638 2.103974793 1.928012583 3.893524121 7.438441826 4.315793252 13.438893073 18.027386719 16.134626883 17.570636749
1990.084931507 3.881703128 3.881703128 2.892321346 2.495217294 2.444360460 1.810979911 2.713187171 2.508657253 2.087429775 1.901402975 3.929693868 7.241887117 4.198474452 13.337185356 17.832041732 15.953313304 17.504867855
1990.161643836 3.786868206 3.786868206 2.898267595 2.474062647 2.388133723 1.782019832 2.713187171 2.499923615 2.072485888 1.877368490 3.962363317 7.064353832 4.092509085 13.245320321 17.655601098 15.789546200 17.445463691
1990.246575342 3.717740948 3.717740948 2.902225434 2.456716582 2.341150487 1.759202375 2.713187171 2.488012923 2.059969306 1.858061664 4.001661324 6.917271197 4.007155119 13.156881737 17.503335160 15.650647508 17.413456250
1990.328767123 3.679429542 3.679429542 2.903963166 2.444771744 2.307850720 1.744489287 2.713187171 2.474700206 2.051067002 1.845197693 4.042184764 6.814360622 3.950029328 13.081871031 17.390313475 15.550032554 17.409387967
1990.413698630 3.639841089 3.639841089 2.905758822 2.432428745 2.273440961 1.729285762 2.713187171 2.460943732 2.041867954 1.831904923 4.084058984 6.708019695 3.890999345 13.004359968 17.273524401 15.446063769 17.405184075
1990.495890411 3.601529682 3.601529682 2.907496554 2.420483906 2.240141195 1.714572674 2.713187171 2.447631014 2.032965651 1.819040952 4.124582424 6.605109120 3.833873554 12.929349262 17.160502717 15.345448815 17.401115792
1990.580821918 3.589829063 3.589829063 2.904198488 2.411599917 2.212230104 1.704484467 2.713187171 2.428044069 2.024382903 1.811266286 4.185037758 6.517767406 3.792098032 12.842748078 17.040865155 15.261503207 17.449365414
1990.665753425 3.579546470 3.579546470 2.900641419 2.402891810 2.184649455 1.694656362 2.713187171 2.408160660 2.015831493 1.803772202 4.246437895 6.431391754 3.751199855 12.755684685 16.921082754 15.178575727 17.500282163
1990.747945205 3.569595573 3.569595573 2.897199094 2.394464609 2.157958504 1.685145292 2.713187171 2.388918651 2.007555935 1.796519862 4.305857382 6.347802413 3.711620975 12.671429787 16.805164303 15.098323327 17.549556437
1990.832876712 3.571854046 3.571854046 2.889414927 2.386170585 2.128406402 1.675738652 2.713187171 2.362813684 1.997103560 1.791328768 4.389461887 6.252958378 3.672526257 12.564373828 16.652025722 15.014293865 17.629503772
1990.915068493 3.593255815 3.593255815 2.875404858 2.378778593 2.096786821 1.667281248 2.713187171 2.328017784 1.984075590 1.789833906 4.504392294 6.148198080 3.637456024 12.430137516 16.452716819 14.931286511 17.751354512
1991.000000000 3.615370977 3.615370977 2.860927786 2.371140201 2.064113254 1.658541931 2.713187171 2.292062020 1.970613354 1.788289215 4.623153715 6.039945771 3.601216783 12.291426661 16.246764285 14.845512245 17.877266942
1991.084931507 3.667037173 3.667037173 2.837219800 2.368655666 2.038405782 1.653685928 2.713187171 2.253181799 1.955290841 1.797084245 4.763053022 5.944662725 3.588093175 12.149949204 15.997861517 14.800047087 18.051468145
1991.161643836 3.713703415 3.713703415 2.815806134 2.366411570 2.015186129 1.649299862 2.713187171 2.218064179 1.941451153 1.805028143 4.889413686 5.858600619 3.576239594 12.022163114 15.773046114 14.758981783 18.208811167
1991.246575342 3.763263716 3.763263716 2.794435579 2.366020602 1.996243250 1.646205111 2.713187171 2.186141687 1.928308748 1.815965041 5.007216302 5.782992010 3.572361729 11.908746550 15.554326683 14.736610046 18.350413238
1991.328767123 3.809546974 3.809546974 2.775617244 2.367310743 1.983302569 1.644613845 2.713187171 2.160794011 1.917327759 1.828256129 5.103608568 5.725502206 3.575977480 11.821352105 15.366717749 14.733364601 18.461467166
1991.413698630 3.857373008 3.857373008 2.756171632 2.368643889 1.969930531 1.642969536 2.713187171 2.134601414 1.905980736 1.840956920 5.203213909 5.666096075 3.579713756 11.731044512 15.172855185 14.730010975 18.576222893
1991.495890411 3.903656267 3.903656267 2.737353297 2.369934030 1.956989849 1.641378270 2.713187171 2.109253738 1.894999747 1.853248008 5.299606175 5.608606271 3.583329507 11.643650068 14.985246251 14.726765531 18.687276821
1991.580821918 3.958012263 3.958012263 2.716756131 2.373569993 1.946445516 1.640524404 2.713187171 2.084103694 1.882984912 1.872545755 5.397235540 5.549629507 3.596474219 11.562220272 14.769414336 14.746795067 18.792247735
1991.665753425 4.012700292 4.012700292 2.696100410 2.377323049 1.936044963 1.639710730 2.713187171 2.059006661 1.870936121 1.892178940 5.494764432 5.490674575 3.610097327 11.481241890 14.552465336 14.768013577 18.896721115
1991.747945205 4.065624190 4.065624190 2.676111003 2.380955038 1.925979913 1.638923304 2.713187171 2.034719210 1.859276000 1.911178796 5.589147230 5.433621415 3.623280979 11.402875713 14.342514690 14.788547619 18.997824387
