 tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium
lat_bins -80 -78 -76 -74 -72 -70 -68 -66 -64 -62 -60 -58 -56 -54 -52 -50 -48 -46 -44 -42 -40 -38 -36 -34 -32 -30 -28 -26 -24 -22 -20 -18 -16 -14 -12 -10 -8 -6 -4 -2 0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88
time                                                                                     
1978.246575342 20.313707213 14.727426144 11.337598075 9.224314711 7.894567278 7.074015798 6.605557993 6.397659118 6.396804783 6.572004096 6.905380177 7.385751898 8.003528597 8.746015958 9.592754289 10.510974415 11.451741958 12.347850333 13.114891487 13.656955693 13.877820507 13.720388768 13.247630209 12.560957710 11.759970601 10.931375010 10.144124586 9.449563065 8.884897101 8.478572677 8.256745736 8.238880186 8.408963156 8.750738716 9.255246854 9.917114741 10.731235589 11.689453260 12.777084440 13.969325795 15.227838454 16.510376447 17.814077953 19.151944996 20.542868866 22.012201465 23.592586034 25.325195433 27.261563474 29.466253134 32.020696912 35.010159327 38.461080836 42.373061914 46.727877164 51.482185119 56.560010840 61.845835843 67.179502812 72.354463129 77.121054457 81.231247498 84.571785654 87.091613399 88.771155813 89.620705899 89.677199667 88.999824992 87.664941717 85.760769682 83.382240820 80.626325867 77.588049919 74.357316491 71.016575843 67.639305922 64.289225642 61.020130194 57.876224501 54.892830754 52.097355518 52.097355518 52.097355518 52.097355518 52.097355518
1978.328767123 20.170134185 14.705548778 11.371839774 9.284465817 7.966351249 7.150525623 6.683317848 6.474728224 6.471812057 6.643620578 6.972009408 7.445347485 8.053515330 8.783329286 9.614033768 10.512949334 11.431825739 12.304907756 13.050060282 13.574308291 13.784581339 13.625818658 13.159474620 12.484122242 11.696544671 10.881126482 10.105165501 9.418958735 8.859084478 8.453525577 8.227853913 8.200886100 8.356863108 8.679728266 9.160545493 9.794018984 10.575404284 11.497448712 12.547190178 13.702632522 14.929528932 16.190092249 17.482693385 18.820118783 20.220439159 21.707620171 23.312371411 25.073358216 27.038934373 29.269604573 31.841502942 34.834113166 38.271812300 42.153225794 46.459503696 51.147537499 56.143017660 61.334111927 66.566874310 71.643773109 76.326857777 80.379689780 83.692064761 86.211891219 87.916605938 88.811953905 88.929248937 88.321498886 87.058817161 85.223533602 82.905372369 80.196994291 77.190118523 73.972354300 70.624796594 67.220375313 63.822899176 60.486703240 57.256791763 54.169363527 51.252611821 51.252611821 51.252611821 51.252611821 51.252611821
1978.413698630 20.021775389 14.682140999 11.406634319 9.346419422 8.040645743 7.229908502 6.764086935 6.554783668 6.549658310 6.717819322 7.040859612 7.506699608 8.104694925 8.821184077 9.635138727 10.514006215 11.410270833 12.259688583 12.982459669 13.488600114 13.688234198 13.528344827 13.068796891 12.405235671 11.631551765 10.829746343 10.065414408 9.387772254 8.832745153 8.427832309 8.197999029 8.161399798 8.302565806 8.605680427 9.061866259 9.665936979 10.413542137 11.298363366 12.309189803 13.426864350 14.621275760 15.859153822 17.140134284 18.476831318 19.886549394 21.391913703 23.021716849 24.812084057 26.808088286 29.065989479 31.656335840 34.652494484 38.076637286 41.926369367 46.182226849 50.801412653 55.711438496 60.804396133 65.932868548 70.908729826 75.506187874 79.500779823 82.785316456 85.306462960 87.038394586 87.981981806 88.162552934 87.626555623 86.437482134 84.671426147 82.412608303 79.749152952 76.769329996 73.558402820 70.196153911 66.755099520 63.299357001 59.884094491 56.555471888 53.350973192 50.300030770 50.300030770 50.300030770 50.300030770 50.300030770
1978.495890411 19.878202361 14.658722134 11.439745301 9.406187105 8.112667275 7.307053495 6.842664675 6.632669474 6.625327604 6.789816576 7.107488843 7.565847251 8.153760803 8.857132843 9.654703062 10.514074094 11.388467115 12.215110940 12.916452223 13.405361450 13.594995029 13.434256157 12.981449165 12.329392365 11.569193342 10.780560905 10.027449265 9.358029087 8.807589683 8.403157190 8.169107206 8.122960831 8.249558895 8.533351722 8.965552590 9.541110400 10.256074542 11.105030384 12.078433555 13.159812602 14.322966239 15.538906112 16.808483587 18.144196551 19.562689564 21.085383142 22.739297380 24.558152654 26.583854740 28.868506829 31.477141870 34.477064889 37.888238667 41.707265359 45.914114786 50.466356463 55.293356549 60.291107121 65.318604511 70.196895262 74.711991194 78.651008688 81.909564580 84.432990948 86.192180547 87.183158821 87.425328400 86.958649249 85.840065396 84.139502074 81.935739852 79.312431981 76.354475977 73.144888557 69.762271503 66.278900234 62.759420563 59.260103989 55.828588358 52.504017844 49.317492451 49.317492451 49.317492451 49.317492451 49.317492451
1978.580821918 19.737644644 14.635974523 11.472923189 9.465981237 8.184823053 7.384448105 6.921574109 6.710931042 6.701387667 6.862206149 7.174519532 7.625440152 8.203383876 8.893857483 9.675408285 10.515826902 11.369085709 12.173869058 12.854810407 13.327530321 13.508080091 13.347148858 12.901412956 12.260859214 11.513844303 10.737831331 9.995178242 9.333041772 8.786087786 8.380858150 8.141098819 8.083643148 8.193640366 8.455814219 8.861471583 9.405702971 10.084973855 10.894806266 11.827380745 12.869008457 13.997553936 15.188508287 16.444032630 17.776585228 19.202232265 20.741255189 22.418928710 24.266533951 26.322690824 28.635121063 31.262991992 34.267144357 37.665201679 41.452750687 45.609231169 50.092666926 54.834416708 59.734555899 64.658712603 69.437349655 73.868546411 77.751214334 80.983722628 83.509935480 85.297311724 86.336860392 86.641866435 86.245593419 85.198220902 83.563295879 81.413972775 78.829289806 75.890687607 72.678925359 69.271496501 65.740595575 62.151643572 58.562343651 55.022213145 51.572521345 48.246554599 48.246554599 48.246554599 48.246554599 48.246554599
1978.665753425 19.597483592 14.612632255 11.505568578 9.525536144 8.257008185 7.462050282 7.000773482 6.789479908 6.777661027 6.934677444 7.241457703 7.684741651 8.252514844 8.929915593 9.695330524 10.516769094 11.348977643 12.132102005 12.792944182 13.249830556 13.421644757 13.260802376 12.822327326 12.193379140 11.459578073 10.696154753 9.963877896 9.308891188 8.765234065 8.358960209 8.113184321 8.044062233 8.137089014 8.377305042 8.756151399 9.268894019 9.912434815 10.683230482 11.575152711 12.577223844 13.671269135 14.837157412 16.078348279 17.407317004 18.839646358 20.394589980 22.095781040 23.972134521 26.059006054 28.399690179 31.047368413 34.056251673 37.441528671 41.197739277 45.303807060 49.718260829 54.374526310 59.176842306 63.997534700 68.676518645 73.023943584 76.850490695 80.057225983 82.586506258 84.402332285 85.490672075 85.858654453 85.532786595 84.556401815 82.986572743 80.890730969 78.343220365 75.421982048 72.205529629 68.770329110 65.188653236 61.526939016 57.844641974 54.193553149 50.617525287 47.152542785 47.152542785 47.152542785 47.152542785 47.152542785
1978.747945205 19.461843863 14.589380639 11.536688901 9.583040923 8.327022118 7.537488936 7.077838205 6.865907164 6.851804390 7.004999317 7.306236578 7.741912091 8.299615858 8.964155442 9.713791472 10.516774540 11.328622901 12.090905499 12.732511053 13.174350251 13.337997659 13.177490888 12.746231178 12.128641162 11.407700332 10.656484881 9.934226667 9.286085774 8.745490287 8.338017242 8.086170291 8.005462790 8.081764994 8.300469203 8.653188295 9.135392016 9.744424199 10.477642348 11.330518627 12.294624683 13.355509650 14.497172244 15.724314892 17.049483477 18.487885447 20.057889686 21.781645103 23.685852456 25.802733987 28.171258867 30.838700434 33.852691057 37.225964327 40.952010663 45.009262884 49.356783992 53.930068803 58.637459490 63.357823989 67.940256194 72.206586008 75.978862434 79.160725599 81.693060274 83.536523838 84.672207712 85.101268516 84.843634643 83.935946718 82.428924513 80.384367932 77.871996966 74.966318055 71.743675815 68.279613866 64.646630474 60.912377436 57.138316874 53.378822199 49.680687479 46.082994166 46.082994166 46.082994166 46.082994166 46.082994166
1978.832876712 19.295850295 14.557865421 11.571087265 9.649900752 8.409559615 7.627020425 7.169639742 6.957128853 6.940369116 7.088990890 7.383548230 7.810056611 8.355667226 9.004829548 9.735691081 10.516821938 11.304678710 12.042521037 12.661688075 13.086102980 13.240460906 13.080655061 12.658122483 12.054032223 11.348239703 10.611275617 9.900553511 9.260063943 8.722499828 8.312856263 8.052889400 7.957338755 8.012566963 8.204439494 8.524821369 8.969464013 9.536263360 10.223656002 11.029000957 11.946860203 12.967156650 14.078763596 15.287881511 16.607225749 18.051687945 19.638732277 21.388875052 23.326267726 25.479408652 27.882015605 30.574099740 33.595154533 36.954816063 40.645238155 44.644227746 48.911475144 53.384945053 57.977865284 62.576866509 67.041907697 71.208635520 74.912609837 78.060812955 80.592834854 82.465891064 83.655824114 84.157194882 83.982520565 83.160766636 81.735237773 79.761035609 77.302259253 74.429119209 71.215118850 67.734432956 64.059583218 60.259479002 56.397860858 52.532156279 48.712733569 44.982521227 44.982521227 44.982521227 44.982521227 44.982521227
1978.915068493 19.095629276 14.515815171 11.607734922 9.725956470 8.505035665 7.731417485 7.277152400 7.064206150 7.044416061 7.187644073 7.474260809 7.889877214 8.421175971 9.052237351 9.761127947 10.516837202 11.276947550 11.986694139 12.580240142 12.984949768 13.129060264 12.970534425 12.558459727 11.970194941 11.281957786 10.561319489 9.863576466 9.231350431 8.696464086 8.283214127 8.012459384 7.898030838 7.926945817 8.085712241 8.366566102 8.765648110 9.281536666 9.913934620 10.662370668 11.524824183 12.496226670 13.571069745 14.757324720 16.068029158 17.517901434 19.123575671 20.903871895 22.880107018 25.076453229 27.520351469 30.242988973 33.273881250 36.618766371 40.268088614 44.198847366 48.371444526 52.726739731 57.183678708 61.637943055 65.962122394 70.007908792 73.626639386 76.729599528 79.255513268 81.158338855 82.408583306 82.993847179 82.918609825 82.203311304 80.882825361 79.004446279 76.625529715 73.810933758 70.630402280 67.156019740 63.459847136 59.611824979 55.678003448 51.719134263 47.789635036 43.936916307 43.936916307 43.936916307 43.936916307 43.936916307
1979.000000000 18.888734223 14.471028731 11.644644882 9.804293335 8.604040795 7.840028722 7.389155173 7.175741285 7.152642543 7.289990235 7.567997141 7.971893195 8.487922294 9.099837596 9.785682553 10.514938853 11.246397735 11.927353636 12.494866941 12.879795557 13.013946266 12.857329190 12.456545737 11.884997413 11.215138693 10.511478106 9.827114297 9.203240939 8.670769386 8.253269561 7.970681701 7.835944117 7.836868841 7.960751404 8.200316828 8.552186029 9.015678867 9.591783498 10.282170245 11.088161769 12.009599024 13.046521100 14.208693078 15.509610841 16.964035825 18.588019965 20.398907364 22.415305599 24.657018585 27.144931970 29.900841181 32.943531043 36.274425717 39.882066103 43.742591051 47.817201923 52.049871374 56.365589790 60.669496629 64.847272731 68.767157840 72.296731372 75.351734334 77.870105865 79.802614484 81.114451713 81.786201135 81.814152823 81.209972085 79.999767856 78.222637305 75.928787313 73.177349445 70.034012255 66.568593723 62.852668172 58.957347533 54.951298068 50.899052344 46.859654116 42.885652476 42.885652476 42.885652476 42.885652476 42.885652476
1979.084931507 18.680027652 14.413493250 11.665121657 9.865469590 8.686301420 7.932696700 7.486103064 7.273106205 7.247586532 7.380000970 7.650487950 8.043993967 8.546423278 9.141286046 9.806648643 10.512464084 11.218613985 11.874212923 12.418855797 12.786439800 12.911870791 12.756925002 12.365979291 11.808935060 11.154925803 10.465750930 9.792552005 9.175234785 8.643871837 8.221353270 7.926768686 7.772260163 7.746447317 7.837437679 8.038483131 8.346699406 8.762101808 9.286816380 9.924363282 10.678933141 11.554594004 12.556203345 13.695129940 14.985405868 16.442042558 18.080827405 19.918034347 21.970030836 24.252763871 26.781109309 29.568071981 32.622281737 35.940976697 39.510848137 43.307238282 47.292144687 51.412489735 55.598886160 59.765161726 63.808918295 67.613382735 71.060803875 74.070913253 76.580963062 78.538915267 79.905253632 80.654302562 80.774992359 80.271041991 79.160563051 77.475119960 75.258309473 72.563945382 69.453950742 65.996069163 62.261508724 58.322627112 54.250755757 50.114245126 45.976794487 41.896108934 41.896108934 41.896108934 41.896108934 41.896108934
1979.161643836 18.491518491 14.360506659 11.682839898 9.920459576 8.760786382 8.016883097 7.574298205 7.361678818 7.333852607 7.461593115 7.724995778 8.108779089 8.598574249 9.177711669 9.824322007 10.508826243 11.192123810 11.824987772 12.349290965 12.701637175 12.819673588 12.666709947 12.285063610 11.741447231 11.101978991 10.425997904 9.762863990 9.151307117 8.620634254 8.193121946 7.887105317 7.714053914 7.663422922 7.724158401 7.890071940 8.158781989 8.530950612 9.009701875 9.600137810 10.308885777 11.143621728 12.113354472 13.230875046 14.510799140 15.968541737 17.619877838 19.480351105 21.564503464 23.884903138 26.450956962 29.267506252 32.333644983 35.642568530 39.179159503 42.917996750 46.821830439 50.840330240 54.909283858 58.950439833 62.872189591 66.571263285 69.943114124 72.911127955 75.412085513 77.391624772 78.806211999 79.624737303 79.829652816 79.417595337 78.399462757 76.799943003 74.656523558 72.018036782 68.942819543 65.496583504 61.750103823 57.776838520 53.650588334 49.443298131 45.223086775 41.052574168 41.052574168 41.052574168 41.052574168 41.052574168
1979.246575342 18.321713283 14.308048684 11.692505774 9.963403160 8.821466964 8.086619096 7.647972168 7.435990349 7.406356500 7.530152205 7.787468679 8.162860182 8.641755184 9.207361318 9.837893339 10.504195576 11.168049360 11.781640213 12.288762852 12.628292024 12.740168873 12.588977461 12.215270446 11.683050411 11.055875045 10.390988723 9.736226759 9.129304975 8.598865446 8.166654211 7.850366481 7.660929208 7.588589162 7.623086678 7.758773068 7.993735365 8.329197487 8.769107178 9.319842504 9.989986355 10.790125445 11.732649709 12.831540557 14.101984774 15.559874300 17.221143582 19.100890294 21.212243805 23.564956676 26.163712922 29.006174626 32.082970207 35.383635800 38.891427914 42.580291698 46.413728082 50.343930531 54.311324819 58.244651629 62.061726377 65.670990105 68.979259784 71.912832009 74.407783877 76.407445724 77.864508327 78.742859231 79.019050067 78.683312725 77.740064094 76.207865401 74.118831346 71.517514161 68.459316429 65.008511887 61.235973736 57.216723851 53.027422767 48.743919246 44.438969771 40.180223495 40.180223495 40.180223495 40.180223495 40.180223495
1979.328767123 18.188388646 14.262529723 11.694135352 9.990699050 8.862716037 8.135195230 7.699921580 7.488740680 7.458001044 7.579040632 7.831972773 8.201253400 8.672182545 9.227896176 9.846685953 10.499716259 11.149415953 11.748995629 12.243636452 12.573846626 12.681216908 12.531247736 12.163210300 11.639146003 11.020758922 10.363772233 9.714907593 9.111133921 8.580599145 8.144655327 7.820530330 7.618771828 7.530250184 7.545331260 7.658795560 7.869093296 8.177861588 8.589629927 9.111661533 9.753891595 10.528931071 11.451542216 12.536562560 13.799640017 15.257094191 16.925077883 18.818469356 20.949452717 23.325761279 25.948587597 28.810206223 31.894844748 35.189233623 38.675395727 42.326837041 46.107694794 49.972145730 53.864177354 57.717825601 61.457973988 65.001789889 68.264489221 71.174315175 73.666552341 75.682533458 77.171851514 78.094382162 78.422007364 78.139940670 77.247571265 75.758766946 73.701604304 71.117525783 68.059955798 64.592439339 60.786394166 56.718589673 52.468480085 48.115525758 43.736633615 39.403836411 39.403836411 39.403836411 39.403836411 39.403836411
1979.413698630 18.050619855 14.215062631 11.695472378 10.018762726 8.905386027 8.185566558 7.753844289 7.543497391 7.511570584 7.629676088 7.877960336 8.240789509 8.703344931 9.248704732 9.855257562 10.494515404 11.129589526 11.714756172 12.196626084 12.517382295 12.620299877 12.471803088 12.109815577 11.594336123 10.985142060 10.336375137 9.693597935 9.093001375 8.562220075 8.122201348 7.789699641 7.574895891 7.469356266 7.464140830 7.554508486 7.739304499 8.020594883 8.403491164 8.896128118 9.509770099 10.259030219 11.161038284 12.231507493 13.486606176 14.943174611 16.617694666 18.524930623 20.676190263 23.077181578 25.725482867 28.607705540 31.701292806 34.989941621 38.454319574 42.067440043 45.794091614 49.590512303 53.404382051 57.175203301 60.835129382 64.310283000 67.524513749 70.408169848 72.895899529 74.927200292 76.448713426 77.416411242 77.797559900 77.572343344 76.735044507 75.294698543 73.275158707 70.714547108 67.664097974 64.186437659 60.353380643 56.243351354 51.938565290 47.522117489 43.075130681 38.674109011 38.674109011 38.674109011 38.674109011 38.674109011
