 tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium
lat_bins -80 -78 -76 -74 -72 -70 -68 -66 -64 -62 -60 -58 -56 -54 -52 -50 -48 -46 -44 -42 -40 -38 -36 -34 -32 -30 -28 -26 -24 -22 -20 -18 -16 -14 -12 -10 -8 -6 -4 -2 0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88
time                                                                                     
1976.084931507 30.087365790 18.912499584 12.932391859 9.558549055 7.587633059 6.427468116 5.773123408 5.463074033 5.411737221 5.576063612 5.937835733 6.493160132 7.244852674 8.195331944 9.338671961 10.651316934 12.082008749 13.542868782 14.905135098 16.004161294 16.657879433 16.737149093 16.310677815 15.524306710 14.531920972 13.471792195 12.454898264 11.563475439 10.856526469 10.379314012 10.175191137 10.279646050 10.671344849 11.328016369 12.236877521 13.386212114 14.757182476 16.315341189 18.002140742 19.727667378 21.366787186 22.793277721 23.998604830 25.025819100 25.937322416 26.810687634 27.736277693 28.817563036 30.174954030 31.954182559 34.340923952 37.538650794 41.627301612 46.647576560 52.619830825 59.519277763 67.246860025 75.598091218 84.234968988 92.669130914 100.266798517 106.381197163 110.743034923 113.281219926 114.034296318 113.134550490 110.785608822 107.237305110 102.761162728 97.628997148 92.096149483 86.389919399 80.703011589 75.191303978 69.974985794 65.142057928 60.753276957 56.847797845 53.448978861 50.570020968 48.219303715 48.219303715 48.219303715 48.219303715 48.219303715
1976.161643836 29.436471128 18.545362192 12.707607655 9.410047505 7.482384316 6.347884548 5.709255485 5.408938240 5.363487719 5.531028777 5.893978423 6.448753818 7.198273167 8.144918727 9.282644725 10.587754968 12.008917195 13.458364016 14.807774080 15.893407335 16.534634919 16.603941808 16.170647789 15.380550518 14.387098434 13.327848453 12.312918295 11.423644902 10.718148304 10.240822142 10.034101830 10.132649281 10.515135689 11.159487133 12.053167578 13.184870795 14.536451607 16.074552841 17.742200387 19.451552301 21.079940303 22.503153911 23.712028465 24.747890437 25.671111813 26.557124243 27.494140173 28.583461837 29.943182275 31.716290122 34.084817010 37.247883165 41.283098182 46.229166952 52.104591375 58.883701909 66.468586547 74.659151760 83.126208356 91.395380745 98.851876740 104.868439775 109.183201998 111.725336413 112.529407426 111.720430715 109.492676365 106.085770351 101.761261501 96.782047752 91.396128705 85.825265469 80.258412187 74.849295479 69.717259578 64.950429598 60.610319006 56.737164194 53.355462227 50.479383907 48.117914360 48.117914360 48.117914360 48.117914360 48.117914360
1976.246575342 28.862745897 18.229523800 12.519259130 9.289088704 7.399192353 6.286918074 5.661859785 5.369993923 5.329756936 5.500288725 5.864535177 6.419146361 7.167077227 8.110610840 9.243517473 10.541896358 11.954283205 13.392979708 14.730086705 15.802775387 16.431868576 16.491478154 16.051539183 15.257790534 14.263229708 13.204706877 12.191515948 11.304155217 10.599938988 10.122478627 9.913386036 10.006579139 10.380737865 11.013965648 11.893948230 13.009755437 14.343888921 15.864022453 17.514682523 19.210015003 20.829725603 22.251549495 23.465747212 24.512015132 25.448794966 26.349482336 27.300254125 28.400377256 29.765790787 31.536951989 33.892535888 37.027643650 41.017715605 45.899557112 51.689865226 58.362035719 65.819084890 73.864858668 82.178228350 90.297722582 97.626155593 103.554446897 107.827748869 110.375617564 111.229037956 110.506352730 108.393176321 105.119643042 100.937990030 96.102762383 90.855063746 85.411442075 79.957319425 74.644404085 69.591267393 64.886194115 60.591475077 56.748452248 53.382805268 50.509752704 48.139012213 48.139012213 48.139012213 48.139012213 48.139012213
1976.328767123 28.424608426 17.996030652 12.385149461 9.206615239 7.345221033 6.249536349 5.634568995 5.349035712 5.312807826 5.485780794 5.851274134 6.406074929 7.153112831 8.094528372 9.223873882 10.517013107 11.922316489 13.352112095 14.678859209 15.740538000 16.359261365 16.410573296 15.964949073 15.168058483 14.172487239 13.114469532 12.102606321 11.216711752 10.513459298 10.035848388 9.824848727 9.913795368 10.281379265 10.905842859 11.775045451 12.878358897 14.198815163 15.704944716 17.342532513 19.027402119 20.641270442 22.063528826 23.283980259 24.340967838 25.291320746 26.206733816 27.171691913 28.283785591 29.657199331 31.430345546 33.779192975 36.895592739 40.853210746 45.687257450 51.412874505 58.002578147 65.359998802 73.292040091 81.483998862 89.484809439 96.711578666 102.570069267 106.811312219 109.365368494 110.260485795 109.609711916 107.591699463 104.428884226 100.365901545 95.650438850 90.517908623 85.180535423 79.820799392 74.588723658 69.602240026 64.949788179 60.694352836 56.878272497 53.528320762 50.660735786 48.286036863 48.286036863 48.286036863 48.286036863 48.286036863
1976.413698630 27.971866373 17.754222024 12.246011203 9.120928825 7.289093046 6.210642613 5.606177001 5.327247796 5.295212852 5.470751413 5.837571056 6.392601360 7.138745746 8.077996469 9.203678957 10.491411593 11.889392267 13.309975545 14.625992097 15.676261200 16.284233914 16.326939871 15.875416802 15.075264968 14.078644413 13.021151350 12.010668706 11.126301802 10.424060528 9.946311266 9.733360174 9.817940628 10.178754927 10.794188403 11.652278052 12.742704855 14.049044179 15.540705537 17.164767065 18.838779204 20.446533442 21.869137229 23.095939628 24.163906620 25.128218120 26.058821619 27.038456257 28.162976637 29.544746301 31.320055776 33.662071965 36.759290199 40.683548649 45.468419124 51.127443388 57.632222995 64.886988460 72.701721497 80.768213960 88.645940241 95.766515841 101.550860096 105.756283357 108.313781913 109.249268649 108.670820526 106.750337136 103.702631513 99.764682085 95.177151883 90.169514996 84.949381575 79.695991832 74.557411230 69.650710957 65.064334581 60.861891839 57.086738485 53.766857541 50.919722564 48.556979755 48.556979755 48.556979755 48.556979755 48.556979755
1976.495890411 27.533728901 17.519688022 12.110808829 9.037546594 7.234420455 6.172738995 5.578510174 5.306032043 5.278104767 5.456169072 5.824310013 6.379595951 7.124904812 8.062084350 9.184238704 10.466746788 11.857637750 13.269291073 14.574897876 15.614092691 16.211626703 16.245973052 15.788717899 14.985395968 13.987755116 12.930772641 11.921634608 11.038758500 10.337510650 9.859644096 9.644822866 9.725198627 10.079484640 10.686203827 11.533563597 12.611541305 13.904233909 15.381895852 16.992850096 18.656312187 20.258078281 21.680921500 22.913769417 23.992275102 24.970037950 25.915323309 26.909182391 28.045784896 29.435722753 31.213221948 33.548729053 36.627489999 40.519579061 45.256992925 50.851736502 57.274529295 64.430164253 72.131545850 80.076642279 87.834959355 94.851938914 100.563009030 104.731701572 107.290232196 108.262639078 107.752586904 105.925798309 102.989987009 99.174895411 94.714454418 89.832359873 84.731650091 79.588276696 74.548239651 69.727615150 65.214719501 61.073684722 57.348829847 54.069358607 51.254071028 48.915926021 48.915926021 48.915926021 48.915926021 48.915926021
1976.580821918 27.111489849 17.308693908 11.999443788 8.976376703 7.200147501 6.153742489 5.568677643 5.301965595 5.277776947 5.458228223 5.827685611 6.383245331 7.127630673 8.062399293 9.180283929 10.456295593 11.838229401 13.238538551 14.530981960 15.556387104 16.141303776 16.166080519 15.702869451 14.896913305 13.899250435 12.843965227 11.837346090 10.957005622 10.257619151 9.780323834 9.564157288 9.640711626 9.988759174 10.586989577 11.423793567 12.489456828 13.768623499 15.232447561 16.830595341 18.484100010 20.080966467 21.505827381 22.747208547 23.839381618 24.834264312 25.798328155 26.810831954 27.964174047 29.367108936 31.151746321 33.485756925 36.551068394 40.415948610 45.110738221 50.645779581 56.990762476 64.050904452 71.641945387 79.468037857 87.108861508 94.023978777 99.663697295 103.797957751 106.360252885 107.372717606 106.934502687 105.205000042 102.384642707 98.695752326 94.365360336 89.611249820 84.631794760 79.599610947 74.658628967 69.923963878 65.483868378 61.403081253 57.726981225 54.486092923 51.700639744 49.384981052 49.384981052 49.384981052 49.384981052 49.384981052
1976.665753425 26.690801796 17.098455187 11.888661738 8.915784788 7.166487738 6.135401596 5.559543645 5.298640782 5.278234305 5.461115656 5.831929616 6.387795925 7.131277225 8.063633918 9.177220175 10.446673778 11.819554762 13.208395728 14.487537277 15.499021076 16.071220063 16.086376376 15.617205988 14.808646843 13.811012815 12.757482596 11.753438380 10.875683707 10.178202241 9.701516946 9.484042032 9.556813492 9.898665069 10.488453660 11.314752240 12.368152185 13.633840696 15.083866120 16.669233037 18.312789288 19.904750850 21.331621777 22.581548065 23.687441795 24.699554803 25.682571833 26.713957014 27.884326785 29.300581444 31.092693937 33.425538130 36.477708734 40.315670599 44.968123469 50.443768908 56.711289525 63.676340507 71.157485901 78.865010559 86.388663250 93.201973013 98.769984803 102.869074790 105.434150270 106.485640624 106.118408133 104.485732969 101.780951091 98.219092177 94.020353974 89.396611812 84.541529909 79.624307578 74.786707265 70.142782422 65.780634099 61.765543364 58.143915886 54.947602046 52.198295616 49.911850073 49.911850073 49.911850073 49.911850073 49.911850073
1976.747945205 26.283684325 16.894153485 11.780585812 8.856444710 7.133387884 6.117274621 5.550443006 5.295252427 5.278576952 5.463865922 5.836036718 6.392233365 7.134863517 8.064899852 9.174330193 10.437431832 11.801539196 13.179264931 14.445516543 15.443514296 16.003397114 16.009238654 15.534298648 14.723218714 13.725610992 12.673777686 11.672224364 10.796972118 10.101335843 9.625244854 9.406511139 9.475633800 9.811505951 10.393145641 11.209300775 12.250855841 13.503519103 14.940198003 16.513184346 18.147074434 19.734219607 21.162939932 22.421033953 23.540120862 24.568858293 25.570211363 26.619907132 27.806827968 29.236062402 31.035492867 33.367261877 36.406719979 40.218589514 44.829999913 50.248092791 56.440608895 63.313654751 70.688535471 78.281441272 85.691785584 92.406483565 97.904712462 101.969081340 104.535966627 105.624303669 105.324990653 103.785579570 101.192699135 97.754439326 93.684448892 89.188897611 84.456858356 79.654157757 74.920375031 70.368446784 66.086245824 62.139514554 58.575614496 55.427671876 52.718831115 50.466457807 50.466457807 50.466457807 50.466457807 50.466457807
1976.832876712 25.804984923 16.662843031 11.664965986 8.798467858 7.105917316 6.106932107 5.550296697 5.301512550 5.289007667 5.476962014 5.850550227 6.406863445 7.148029181 8.074573294 9.177947764 10.431929416 11.783575187 13.145684807 14.394062186 15.373681425 15.917213608 15.911254354 15.429662400 14.616476979 13.620182077 12.571777585 11.574538393 10.703443763 10.010963780 9.536310898 9.316584149 9.381653985 9.710528773 10.282446040 11.086371151 12.113541382 13.350296246 14.770597519 16.328336243 17.950305270 19.531567505 20.962786608 22.231398141 23.367462625 24.417687014 25.442913580 26.516712852 27.725808539 29.173035058 30.983682689 33.316521817 36.342916764 40.125482913 44.689463134 50.040124146 56.144083778 62.908017980 70.156577104 77.613125230 84.888790204 91.486689761 96.903049345 100.927783528 103.498761434 104.632850332 104.415941484 102.988509370 100.528987657 97.237051514 93.318457429 88.972538300 84.382897159 79.711368929 75.094970186 70.645343181 66.450109306 62.575552498 59.070123762 55.968365728 53.294978312 51.068868454 51.068868454 51.068868454 51.068868454 51.068868454
1976.915068493 25.252839078 16.407408769 11.546432976 8.747039297 7.089360451 6.109604879 5.564249819 5.322490438 5.314535066 5.505352423 5.880331086 6.436393424 7.175214338 8.096662049 9.191435143 10.432638687 11.767003303 13.107678989 14.331817694 15.286908079 15.809141180 15.788497016 15.299457411 14.485021238 13.491966393 12.449431270 11.459008968 10.594318680 9.906781191 9.434759068 9.214523922 9.275225585 9.596066067 10.156576224 10.945988183 11.955956957 13.173574178 14.574074842 16.113305855 17.720777494 19.294945050 20.729454204 22.011390364 23.168975016 24.246572393 25.302446911 26.407529757 27.645889635 29.117584770 30.944720432 33.281942401 36.295767771 40.046301186 44.556564014 49.829622903 55.830805723 62.467530868 69.568509263 76.865725326 83.984318034 90.446730211 95.769418826 99.750627746 102.329551087 103.520172636 103.402070418 102.107031788 99.803570714 96.681272903 92.936504398 88.760520840 84.330509969 79.803663487 75.314047736 70.971837554 66.864384554 63.058587106 59.604087496 56.536916221 53.883313641 51.663571083 51.663571083 51.663571083 51.663571083 51.663571083
1977.000000000 24.682288372 16.140841309 11.421315718 8.691822233 7.070754675 6.111339979 5.577998164 5.343761203 5.340697466 5.534605583 5.911104640 6.466948388 7.203348477 8.119499216 9.205329912 10.433265812 11.749719342 13.068222685 14.267335636 15.197146640 15.697466337 15.661739728 15.165068765 14.349369142 13.359659155 12.323163122 11.339747096 10.481634123 9.799167514 9.329836432 9.109061687 9.165252313 9.477809626 10.026565973 10.801026570 11.793272736 12.991163381 14.371233523 15.891330244 17.483749257 19.050435179 20.488122713 21.783584345 22.963200334 24.068962756 25.156499608 26.294015379 27.562808520 29.060017164 30.904384385 33.246210338 36.246931830 39.964060001 44.418372385 49.610751388 55.505310064 62.010361647 68.958917706 76.091910651 83.048895395 89.372105343 94.598658559 98.535243136 101.122375193 102.371110769 102.354627744 101.195894602 99.053329435 96.106212909 92.541275749 88.541436132 84.277206641 79.900891250 75.543389124 71.313226395 67.297342582 63.563145934 60.161398066 57.129569862 54.495408880 52.280560305 52.280560305 52.280560305 52.280560305 52.280560305
1977.084931507 24.183832463 15.933248946 11.344787240 8.677485463 7.087444763 6.144357273 5.620137519 5.391304493 5.391504144 5.587118953 5.963764864 6.517791351 7.249707261 8.157804439 9.231061418 10.441147943 11.734263721 13.024682744 14.193022927 15.092869764 15.568638767 15.517889784 15.015974007 14.202911327 13.221126642 12.195257525 11.223003693 10.374974900 9.700386114 9.235899625 9.016164007 9.068929096 9.373913987 9.911304436 10.670866881 11.645060843 12.822453582 14.180840188 15.680083942 17.255380371 18.812415581 20.251372619 21.558953801 22.759856505 23.893803165 25.013834487 26.185435058 27.487114502 29.013067521 30.878670206 33.229918532 36.223283650 39.913840983 44.320281478 49.441415194 55.240142233 61.625479208 68.434259513 75.415513434 82.221952146 88.413984373 93.547828010 97.438134963 100.026950960 101.323041694 101.394134504 100.355499709 98.356612020 95.567513582 92.166195873 88.327917911 84.216964756 79.980984166 75.747756675 71.624068319 67.696260731 64.032014616 60.682958771 57.687767468 55.075496910 52.869004202 52.869004202 52.869004202 52.869004202 52.869004202
1977.161643836 23.733614223 15.743124951 11.273109066 8.662608208 7.101209549 6.173353848 5.657723179 5.434009508 5.437305862 5.634537824 6.011328937 6.563671565 7.291448940 8.192151581 9.253920372 10.447771586 11.719746220 12.984818022 14.125477697 14.998455225 15.452278381 15.388158570 14.881633226 14.071003437 13.096365424 12.080042365 11.117798583 10.278802754 9.611260821 9.151093824 8.932256426 8.981905849 9.280046762 9.807183199 10.553316802 11.511245973 12.670170834 14.009011509 15.489432467 17.049224041 18.597430137 20.037347396 21.355655437 22.575586430 23.734861760 24.884216777 26.086686644 27.418242641 28.970375926 30.855354465 33.215203352 36.201832517 39.868110358 44.230884574 49.287171203 54.998883625 61.275799639 67.958322655 74.802873918 81.474049752 87.548584788 92.599778094 96.449280978 99.040376679 100.379683303 100.529984489 99.599618430 97.730024220 95.082943738 91.828506306 88.135062743 84.161258432 80.050497649 75.927687395 71.897971463 68.047071441 64.442827258 61.137557613 58.170921727 55.573042538 53.367736127 53.367736127 53.367736127 53.367736127 53.367736127
1977.246575342 23.353322392 15.590781239 11.223758192 8.662034967 7.124801305 6.209501872 5.700749188 5.480980528 5.486504301 5.684657650 6.060996301 6.611116681 7.334266915 8.227154866 9.277131071 10.454632183 11.705631690 12.945891736 14.059830700 14.907307259 15.340845374 15.265096684 14.755572147 13.948709830 12.982214504 11.976103476 11.024263387 10.194505555 9.534118859 9.078373138 8.860614297 8.907473503 9.199239744 9.716707254 10.450069398 11.392399275 12.533439791 13.853117289 15.314752614 16.858572379 18.396831476 19.835876983 21.162507741 22.398711223 23.580441790 24.756353768 25.987235841 27.346704002 28.923724477 30.827662454 33.196856174 36.179021413 39.825058809 44.150205203 49.149902081 54.785188029 60.966486101 67.537288438 74.260430512 80.810841905 86.779484421 91.754614894 95.564190600 98.152888722 99.525834966 99.741898608 98.903737172 97.146074612 94.623608875 91.499699581 87.936656947 84.088105876 80.093585774 76.075298783 72.136749830 68.362929250 64.821661228 61.565762764 58.635711524 56.062592246 53.871169515 53.871169515 53.871169515 53.871169515 53.871169515
1977.328767123 23.079470550 15.490339139 11.200590389 8.674711460 7.154718053 6.248022753 5.743736423 5.526338113 5.533000158 5.731303694 6.106676291 6.654330141 7.372944842 8.258554742 9.297855099 10.460835667 11.693488661 12.912346168 14.003570878 14.829763601 15.246869819 15.162392037 14.651634445 13.849267890 12.890833840 11.894322850 10.952014664 10.130595094 9.476623131 9.024871731 8.808223113 8.852901683 9.139446769 9.648885077 10.371542383 11.300679887 12.426443235 13.729545976 15.174647328 16.703987628 18.232526876 19.669243736 21.001155276 22.249332278 23.448366717 24.645270001 25.899028777 27.281348817 28.879136860 30.799391558 33.177462785 36.157699280 39.789473595 44.086794245 49.043889277 54.621104340 60.729313884 67.214307971 73.843739573 80.300335567 86.185836350 91.099897646 94.875421940 97.458391800 98.853100676 99.115764063 98.345025674 96.670760899 94.242499556 91.218562107 87.756695396 84.006667896 80.104988480 76.171677055 72.308852676 68.600813865 65.115256573 61.905292652 59.011980336 56.467144509 54.296337973 54.296337973 54.296337973 54.296337973 54.296337973
1977.413698630 22.796490313 15.385185154 11.175366756 8.686896669 7.185067173 6.287526223 5.788034069 5.573193658 5.581082841 5.779544022 6.153878946 6.698909039 7.412734831 8.290707516 9.318863754 10.466755086 11.680418061 12.877199692 13.945069576 14.749443859 15.149761746 15.056420348 14.544483976 13.746797328 12.796680744 11.810049034 10.877537618 10.064680243 9.417287556 8.969621374 8.754085556 8.796484827 9.077616887 9.578749575 10.290347085 11.205865848 12.315866226 13.601869768 15.029908061 16.544286981 18.062745457 19.496974901 20.834235923 22.094681143 23.311523438 24.530097364 25.807535139 27.213560299 28.832926280 30.770145016 33.157422949 36.135574390 39.752383268 44.020610791 48.933278174 54.450087480 60.482473675 66.878707361 73.411521841 79.771780361 85.572400010 90.424777406 94.166732990 96.745362708 98.163874060 98.475542099 97.774703761 96.186108619 93.853872841 90.931073574 87.570735127 83.918653839 80.108230298 76.257253986 72.466429261 68.819342192 65.383536401 62.212379179 59.347442455 56.821184041 54.659783089 54.659783089 54.659783089 54.659783089 54.659783089
1977.495890411 22.522638472 15.282100264 11.149704516 8.697792378 7.213879954 6.325455604 5.830778857 5.618521109 5.627648740 5.826265850 6.199558936 6.741977513 7.451070084 8.321539322 9.338802578 10.472010128 11.667265415 12.842722463 13.888103476 14.671531390 15.055786192 14.954017166 14.441031514 13.647906775 12.705827517 11.728717505 10.805636287 10.001013162 9.359940173 8.916186685 8.701694372 8.741862464 9.017738482 9.510824581 10.211720507 11.114072512 12.208840925 13.478324009 14.889871244 16.389772686 17.898440858 19.330186175 20.672522317 21.944741410 23.178749414 24.418278149 25.718672311 27.147728348 28.788090202 30.741821313 33.138029560 36.114052542 39.716127746 43.955832824 48.825070561 54.282996166 60.241685997 66.551923741 72.991469863 79.259151177 84.978751939 89.773001053 93.484272861 96.060481795 97.503530648 97.863620497 97.230730845 95.724506629 93.483726856 90.656338311 87.390773576 83.828988935 80.101396321 76.323651407 72.595109684 68.998674200 65.601725048 62.457829354 59.608968574 57.088075245 54.921734877 54.921734877 54.921734877 54.921734877 54.921734877
1977.580821918 22.284830132 15.209163121 11.149452127 8.730459926 7.261716225 6.380330051 5.888869165 5.677912847 5.687177224 5.884901425 6.256035165 6.794537426 7.497293313 8.358265618 9.362203189 10.477878329 11.651590198 12.802558863 13.822648285 14.583165275 14.950701452 14.841394921 14.329443821 13.543610914 12.612442141 11.647495480 10.736027650 9.941260655 9.307544711 8.868163542 8.654584250 8.691758688 8.961004531 9.444041575 10.131548108 11.017296299 12.092611942 13.340608588 14.730116356 16.209749096 17.703150373 19.127908923 20.472054300 21.754074856 23.004529132 24.265424069 25.590130577 27.044282825 28.708140206 30.681002221 33.088508495 36.064165960 39.652629767 43.864326044 48.690053747 54.088425218 59.972157643 66.194548983 72.538398167 78.710530209 84.345675617 89.078004089 92.754456417 95.323794915 96.786698454 97.190411685 96.620691860 95.192212365 93.038528953 90.302540397 87.128131498 83.653422398 80.005802863 76.298729223 72.630117263 69.082077672 65.721705016 62.602635913 59.767125046 57.248437850 55.073417317 55.073417317 55.073417317 55.073417317 55.073417317
1977.665753425 22.049318668 15.136707168 11.149443337 8.763512937 7.310116239 6.435896749 5.947717322 5.738069031 5.747422802 5.944155813 6.312982932 6.847375878 7.543563953 8.394784861 9.385142740 10.483064133 11.635080261 12.761509145 13.756372640 14.494151684 14.845211119 14.728621571 14.217926651 13.439554653 12.519411989 11.566698975 10.666879414 9.881975919 9.255601609 8.820556237 8.607831456 8.641930188 8.904442611 9.377309159 10.051289041 10.920281781 11.975978446 13.202305178 14.569567269 16.028695737 17.506562817 18.924046646 20.269718951 21.561299860 22.828035999 24.110235718 25.459306169 26.938708618 28.626284598 30.618513411 33.037488384 36.012805473 39.587520961 43.770931486 48.552781486 53.891217579 59.699699353 65.834155850 72.082541289 78.159776783 83.711600652 88.383600481 92.027061807 94.591310807 96.075521119 96.523723803 96.017235827 94.665588385 92.596992926 89.949225923 86.861590346 83.468367421 79.893942896 76.249601920 72.631847903 69.122015117 65.786907054 62.680192948 59.844322629 57.312764648 55.112426173 55.112426173 55.112426173 55.112426173 55.112426173
1977.747945205 21.821404349 15.065358132 11.148331283 8.794782905 7.356588161 6.489556782 6.004711030 5.796407112 5.805859901 6.001590177 6.368093674 6.898379518 7.588054953 8.429674486 9.406743571 10.487384228 11.618381629 12.721135822 13.691755824 14.407764970 14.743123700 14.619678082 14.110311015 13.339196844 12.429708297 11.488787437 10.600181372 9.824763040 9.205436812 8.774534550 8.562586817 8.593662061 8.849616056 9.312607103 9.973478264 10.826257283 11.862990835 13.068387953 14.414169829 15.853489259 17.316316796 18.726695979 20.073736832 21.374447558 22.656840908 23.959611545 25.332282858 26.836211181 28.546874542 30.557977228 32.988114083 35.963025995 39.524204700 43.679873777 48.418806425 53.698777914 59.434072633 65.483290336 71.639501948 77.625575428 83.097979718 87.713343573 91.326937443 93.888342023 95.394978414 95.887489356 95.442650431 94.164816764 92.176877412 89.611550260 86.603647295 83.283714896 79.773239724 76.181431064 72.603456971 69.119926945 65.797373704 62.689482783 59.838841109 57.279015105 55.036817246 55.036817246 55.036817246 55.036817246 55.036817246
1977.832876712 21.563152381 14.992621179 11.158440424 8.842685093 7.421875439 6.562753902 6.081289031 5.874032608 5.883047519 6.076979454 6.440012369 6.964553357 7.645424197 8.474337672 9.434087898 10.492480232 11.596704808 12.669613307 13.610013165 14.299283346 14.615869382 14.484987708 13.978496519 13.217573501 12.322307194 11.396761000 10.522526982 9.759058902 9.148401164 8.722318030 8.510756731 8.537210179 8.783850584 9.233080391 9.875805923 10.706173338 11.716646575 12.892919360 14.208545465 15.619601021 17.060185648 18.458624682 19.804864370 21.115105509 22.415859347 23.743797906 25.146036536 26.681200208 28.421667149 30.457482820 32.902632130 35.877808833 39.422531264 43.543734433 48.229044407 53.435848030 59.079534688 65.022098818 71.063027445 76.935092045 82.308094398 86.852342620 90.427927946 92.984633617 94.517637966 95.063350292 94.692909672 93.504261784 91.613707318 89.147696807 86.235467678 83.002916801 79.567906223 76.037032591 72.503763892 69.047763791 65.735181230 62.619673953 59.743950895 57.141651180 54.839419686 54.839419686 54.839419686 54.839419686 54.839419686
1977.915068493 21.278386801 14.923632743 11.185476410 8.913060384 7.511730361 6.661043351 6.182754583 5.975958646 5.983665894 6.174611187 6.532550430 7.049124039 7.718183676 8.530431338 9.467845194 10.497936201 11.568516856 12.604358920 13.507703292 14.164729512 14.459372000 14.320850511 13.819500398 13.072584404 12.196004510 11.290213052 10.434137781 9.685505569 9.085330927 8.664696664 8.452818864 8.472439700 8.706109201 9.136505445 9.754571395 10.554557181 11.529415144 12.666063355 13.940387215 15.312232132 16.721080648 18.100916209 19.442918928 20.762416580 22.084150641 23.442326126 24.881052375 26.455481109 28.233992556 30.301873347 32.767103223 35.743833431 39.269101490 43.348302263 47.967716779 53.084332355 58.614972344 64.425855598 70.324359327 76.055366988 81.304947576 85.760082282 89.286702259 91.834861505 93.397098833 94.004801051 93.722386918 92.640123169 90.866375189 88.519998907 85.723428466 82.596837639 79.253578896 75.796951843 72.318234193 68.895827361 65.595323793 62.470288821 59.563559135 56.908885406 54.532781680 54.532781680 54.532781680 54.532781680 54.532781680
1978.000000000 20.984129036 14.849838632 11.211302652 8.984593515 7.604195310 6.762776328 6.288081679 6.081870562 6.088165898 6.275821001 6.628173094 7.136098179 7.792484222 8.587043151 9.500980263 10.501581371 11.537373744 12.535153408 13.400692313 14.025041887 14.297658038 14.151740692 13.655992054 12.923652028 12.066353240 11.180874255 10.343430757 9.609985903 9.020494614 8.605331102 8.392949734 8.405317794 8.625391727 9.036159549 9.628630599 10.397188834 11.335307574 12.431165720 13.663022157 14.994543825 16.370672147 17.731149609 19.068451240 20.397092531 21.740103462 23.129253604 24.605629278 26.220825337 28.039059199 30.140599915 32.627056687 35.605633058 39.110730114 43.146165295 47.696907433 52.719665845 58.132922503 63.807453895 69.558962475 75.144961800 80.268362527 84.633291012 88.111439629 90.652840510 92.247030957 92.919966913 92.728914168 91.756024656 90.101309038 87.875643237 85.194321280 82.171516227 78.915858564 75.527204728 72.094558620 68.695030639 65.393671808 62.244001090 59.289046411 56.562737920 54.091519882 54.091519882 54.091519882 54.091519882 54.091519882
1978.084931507 20.733978666 14.804442365 11.257737402 9.072401983 7.710242221 6.876236118 6.403730092 6.196938565 6.200771859 6.384121761 6.729857561 7.228069864 7.870693949 8.646500666 9.536013553 10.506423978 11.507130109 12.467105059 13.295759944 13.889036454 14.141807873 13.990998297 13.503273830 12.787520036 11.950903584 11.086452552 10.267676774 9.548821658 8.968827367 8.557366209 8.342062187 8.343972454 8.546409828 8.932607744 9.493553193 10.223687590 11.116981685 12.162953019 13.342471021 14.623485136 15.957144194 17.289852066 18.615766018 19.948748537 21.310178810 22.729339162 24.244117799 25.902244988 27.763323677 29.901991802 32.412682546 35.394816293 38.879978052 42.870436288 47.349916916 52.274976608 57.565948255 63.098429631 68.696781866 74.131548327 79.122949351 83.392688306 86.818249207 89.349588604 90.973209632 91.709609876 91.608861364 90.744931458 89.209368136 87.104920015 84.539560936 81.621262921 78.453729802 75.133182521 71.746186463 68.368436362 65.064366213 61.887427839 58.880877969 56.078924789 53.508105952 53.508105952 53.508105952 53.508105952 53.508105952
1978.161643836 20.508036397 14.761573466 11.298218072 9.151049397 7.806033488 6.979163978 6.508857961 6.301580723 6.303074627 6.482291366 6.821701596 7.310715401 7.940446875 8.698869920 9.565958049 10.508888120 11.477905480 12.403978838 13.199783381 13.765592991 14.001039982 13.846278574 13.366087380 12.665440000 11.847516324 11.002001268 10.199988914 9.494183820 8.922607571 8.514290471 8.296099242 8.288273729 8.474479876 8.838214963 9.370490588 10.065841298 10.918715019 11.919839442 13.052401462 14.288127088 15.583635076 16.891217660 18.206551095 19.542997688 20.920578053 22.366468419 23.915783918 25.612827681 27.513026677 29.685842478 32.219054290 35.204841912 38.672145968 42.621824912 47.036536371 51.872810985 57.052807181 62.456647588 67.916667472 73.215282726 78.088382612 82.273487562 85.653102760 88.176890395 89.828411470 90.623054373 90.604231534 89.838367330 88.409223938 86.412075871 83.948164496 81.119759091 78.026037957 74.759895630 71.405690251 68.037874011 64.720401039 61.506779931 58.440629143 55.556598663 52.881536397 52.881536397 52.881536397 52.881536397 52.881536397
